,spid,chid,casn,chnm,dsstox_substance_id,code,aeid,aenm,m5id,m4id,bmad,resp_max,resp_min,max_mean,max_mean_conc,max_med,max_med_conc,logc_max,logc_min,nconc,npts,nrep,nmed_gtbl,hitc,modl,fitc,coff,hit_param,hit_val,resp_unit,conc_unit,chit,fitc.ordr,nflg
2077,TP0000077B10,32398,131341-86-1,Fludioxonil,DTXSID2032398,C131341-86-1,5,APR_HepG2_CellLoss_1h_dn,7714588,5989028,0.055697131044462625,0.307483780113596,0.0141060869902811,0.17037500824844776,1.69897000433602,0.17037500824844776,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,1,False,poly1,13,0.5569713104446262,top_over_cutoff,0.4385566213504924,log2_fold_induction,uM,False,,False
1333,TP0000075D03,34588,131807-57-3,Famoxadone,DTXSID8034588,C131807-57-3,5,APR_HepG2_CellLoss_1h_dn,7714509,5988949,0.055697131044462625,0.365592192123032,-0.141512515917347,0.328590803170749,2.30102999566398,0.328590803170749,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,3,False,poly1,13,0.5569713104446262,top_over_cutoff,0.7281247957843747,log2_fold_induction,uM,False,,False
1754,TP0000075G12,32520,131860-33-8,Azoxystrobin,DTXSID0032520,C131860-33-8,5,APR_HepG2_CellLoss_1h_dn,7714554,5988994,0.055697131044462625,0.0819681908365835,-0.0819621097097254,0.030169248587777697,0.778151250383644,0.030169248587777697,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11914689767215193,log2_fold_induction,uM,False,,False
2006,TP0000077B03,32611,13194-48-4,Ethoprop,DTXSID4032611,C13194-48-4,5,APR_HepG2_CellLoss_1h_dn,7714581,5989021,0.055697131044462625,-0.00232158174351301,-0.114172166404782,-0.02212572594457646,1.0,-0.02212572594457646,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.12384943563991233,log2_fold_induction,uM,False,,False
2357,TP0000077E02,32655,131983-72-7,Triticonazole,DTXSID0032655,C131983-72-7,5,APR_HepG2_CellLoss_1h_dn,7714616,5989056,0.055697131044462625,-0.00682921076385991,-0.0488484193481917,-0.013448230889782854,-0.0969100130080564,-0.013448230889782854,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2903,TP0000079D04,20243,133-06-2,Captan,DTXSID9020243,C133-06-2,5,APR_HepG2_CellLoss_1h_dn,7714678,5989118,0.055697131044462625,0.107846125062803,-0.0765923928445025,0.02231364313344574,2.30102999566398,0.02231364313344574,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1418,TP0000075D12,21385,133-07-3,Folpet,DTXSID0021385,C133-07-3,5,APR_HepG2_CellLoss_1h_dn,7714518,5988958,0.055697131044462625,0.158269120095134,-0.0336437279699729,0.1250235448299685,-0.397940008672038,0.1250235448299685,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.03716846605436937,log2_fold_induction,uM,False,,False
1610,TP0000075F06,21995,134-62-3,DEET,DTXSID2021995,C134-62-3,5,APR_HepG2_CellLoss_1h_dn,7714536,5988976,0.055697131044462625,0.0647089355731523,-0.0184074846678336,0.0359612130334465,2.0,0.0359612130334465,2.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
599,TP0000073E12,34365,134605-64-4,Butafenacil,DTXSID9034365,C134605-64-4,5,APR_HepG2_CellLoss_1h_dn,7714434,5988874,0.055697131044462625,0.0707192520192,-0.0973641879764746,0.06468742044518035,2.30102999566398,0.06468742044518035,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11344367210974987,log2_fold_induction,uM,False,,False
1037,TP0000075B01,32519,135158-54-2,Acibenzolar-S-methyl,DTXSID1032519,C135158-54-2,5,APR_HepG2_CellLoss_1h_dn,7714483,5988923,0.055697131044462625,0.15266574993292,-0.00589651217396109,0.08061529140911941,-0.397940008672038,0.08061529140911941,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.020913385575039863,log2_fold_induction,uM,False,,False
2520,TP0000077F09,34300,135410-20-7,Acetamiprid,DTXSID0034300,C135410-20-7,5,APR_HepG2_CellLoss_1h_dn,7714635,5989075,0.055697131044462625,-0.00976335963642222,-0.0497638594253395,-0.01281748206487086,1.30102999566398,-0.01281748206487086,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2248,TP0000077D03,32544,136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",DTXSID8032544,C136-45-8,5,APR_HepG2_CellLoss_1h_dn,7714605,5989045,0.055697131044462625,0.0305605340472059,-0.0980569274637949,0.0271032424672647,2.0,0.0271032424672647,2.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.026179967301477505,log2_fold_induction,uM,False,,False
612,TP0000073F01,21332,137-26-8,Bis(dimethylaminothiocarbonyl) disulfide,DTXSID5021332,C137-26-8,5,APR_HepG2_CellLoss_1h_dn,7714435,5988875,0.055697131044462625,1.87923643876597,-0.105347756945482,0.9391773104047545,2.0,0.9391773104047545,2.0,2.30102999566398,-0.397940008672038,10,20,2.0,3,False,poly1,13,0.5569713104446262,top_over_cutoff,0.10011845678250773,log2_fold_induction,uM,False,,False
2558,TP0000077G03,32442,138261-41-3,Imidacloprid,DTXSID5032442,C138261-41-3,5,APR_HepG2_CellLoss_1h_dn,7714641,5989081,0.055697131044462625,0.062586593289078,-0.0429107596946562,0.048530631311671096,0.477121254719662,0.048530631311671096,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1520,TP0000075E10,21196,139-40-2,"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine",DTXSID3021196,C139-40-2,5,APR_HepG2_CellLoss_1h_dn,7714528,5988968,0.055697131044462625,0.0930371589396947,-0.018975741725415,0.0646018959986423,-0.397940008672038,0.0646018959986423,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.01259195871757945,log2_fold_induction,uM,False,,False
146,TP0000073B04,23914,141-66-2,Dicrotophos,DTXSID9023914,C141-66-2,5,APR_HepG2_CellLoss_1h_dn,7714390,5988830,0.055697131044462625,0.120584037959617,-0.047797546361188,0.0489491210054923,0.301029995663981,0.0489491210054923,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2830,TP0000079B01,34723,141112-29-0,Isoxaflutole,DTXSID5034723,C141112-29-0,5,APR_HepG2_CellLoss_1h_dn,7714667,5989107,0.055697131044462625,0.0513049882635237,-0.0695665194956799,0.03817068158135425,2.30102999566398,0.03817068158135425,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2817,TP0000079A04,32580,141517-21-7,Trifloxystrobin,DTXSID4032580,C141517-21-7,5,APR_HepG2_CellLoss_1h_dn,7714666,5989106,0.055697131044462625,0.116820479928348,-0.122452476647009,0.02669319530983455,0.778151250383644,0.02669319530983455,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.14343937015830144,log2_fold_induction,uM,False,,False
2116,TP0000077C01,32552,142459-58-3,Flufenacet,DTXSID2032552,C142459-58-3,5,APR_HepG2_CellLoss_1h_dn,7714591,5989031,0.055697131044462625,0.0175528639349609,-0.0502881446593017,-0.00345522187393155,-0.397940008672038,-0.00345522187393155,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
679,TP0000073F08,34673,144550-36-7,Iodosulfuron methyl ester sodium salt,DTXSID2034673,C144550-36-7,5,APR_HepG2_CellLoss_1h_dn,7714442,5988882,0.055697131044462625,0.0998115324054558,-0.0835817781954369,0.09883379568343695,-0.0969100130080564,0.09883379568343695,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.10383990438097183,log2_fold_induction,uM,False,,False
2862,TP0000079C01,34364,144651-06-9,Oxasulfuron,DTXSID4034364,C144651-06-9,5,APR_HepG2_CellLoss_1h_dn,7714671,5989111,0.055697131044462625,0.0748479627621493,-0.0329260697307799,0.03699201928593707,0.477121254719662,0.03699201928593707,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2865,TP0000079C02,34528,145701-21-9,Diclosulam,DTXSID4034528,C145701-21-9,5,APR_HepG2_CellLoss_1h_dn,7714672,5989112,0.055697131044462625,0.159934823342038,-0.0430822536585834,0.07817121917764748,1.0,0.07817121917764748,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.03371091033423197,log2_fold_induction,uM,False,,False
400,TP0000073D06,21337,148-79-8,Thiabendazole,DTXSID0021337,C148-79-8,5,APR_HepG2_CellLoss_1h_dn,7714416,5988856,0.055697131044462625,0.163990912075993,0.00346900098243237,0.1329677906896485,1.69897000433602,0.1329677906896485,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.16832432824663143,log2_fold_induction,uM,False,,False
2181,TP0000077C07,34928,148477-71-8,Spirodiclofen,DTXSID6034928,C148477-71-8,5,APR_HepG2_CellLoss_1h_dn,7714597,5989037,0.055697131044462625,0.0581435228779034,-0.0370543915900149,0.051037696313715894,-0.0969100130080564,0.051037696313715894,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
740,TP0000073G03,32525,149877-41-8,Bifenazate,DTXSID5032525,C149877-41-8,5,APR_HepG2_CellLoss_1h_dn,7714449,5988889,0.055697131044462625,0.0160291619519086,-0.0422690981280641,0.0087541326444645,0.778151250383644,0.0087541326444645,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1203,TP0000075C04,34252,149979-41-9,Tepraloxydim,DTXSID7034252,C149979-41-9,5,APR_HepG2_CellLoss_1h_dn,7714498,5988938,0.055697131044462625,0.228026197019331,-0.122114406885653,0.2114926749264825,-0.397940008672038,0.2114926749264825,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,2,False,poly1,13,0.5569713104446262,top_over_cutoff,0.10679092033992503,log2_fold_induction,uM,False,,False
2331,TP0000077D12,24211,15299-99-7,Napropamide,DTXSID5024211,C15299-99-7,5,APR_HepG2_CellLoss_1h_dn,7714614,5989054,0.055697131044462625,0.218943941725676,-0.0988238863570529,0.11756389117247254,-0.397940008672038,0.11756389117247254,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.08327796062304119,log2_fold_induction,uM,False,,False
574,TP0000073E09,34586,153233-91-1,Etoxazole,DTXSID8034586,C153233-91-1,5,APR_HepG2_CellLoss_1h_dn,7714431,5988871,0.055697131044462625,-0.0233443589193215,-0.0928764228600106,-0.03378806869530285,-0.397940008672038,-0.03378806869530285,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.15145247659985828,log2_fold_induction,uM,False,,False
1993,TP0000077B02,34962,153719-23-4,Thiamethoxam,DTXSID2034962,C153719-23-4,5,APR_HepG2_CellLoss_1h_dn,7714580,5989020,0.055697131044462625,0.00938245007070421,-0.0749786195655944,-0.007412733140898294,-0.397940008672038,-0.007412733140898294,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.13274504567173007,log2_fold_induction,uM,False,,False
2193,TP0000077C09,34566,155569-91-8,Emamectin benzoate,DTXSID0034566,C155569-91-8,5,APR_HepG2_CellLoss_1h_dn,7714599,5989039,0.055697131044462625,2.03238626858945,0.0174309441291584,1.7926023164572449,1.69897000433602,1.7926023164572449,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,5,False,poly1,15,0.5569713104446262,top_over_cutoff,3.117181996833635,log2_fold_induction,uM,False,,False
2408,TP0000077E07,32581,156052-68-5,Zoxamide,DTXSID9032581,C156052-68-5,5,APR_HepG2_CellLoss_1h_dn,7714621,5989061,0.055697131044462625,0.0782112442077359,-0.1031394773135,0.0702543729128964,1.0,0.0702543729128964,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.020495186947822392,log2_fold_induction,uM,False,,False
759,TP0000073G06,21395,1582-09-8,Trifluralin,DTXSID4021395,C1582-09-8,5,APR_HepG2_CellLoss_1h_dn,7714452,5988892,0.055697131044462625,0.00770346956314137,-0.184563214195487,-0.0010519511189906305,0.477121254719662,-0.0010519511189906305,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.1967098345263228,log2_fold_induction,uM,False,,False
1851,TP0000075H09,20370,1596-84-5,Daminozide,DTXSID9020370,C1596-84-5,5,APR_HepG2_CellLoss_1h_dn,7714563,5989003,0.055697131044462625,0.041753521382994,-0.07137339529178,0.0013377539742057496,0.477121254719662,0.0013377539742057496,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11609061815419372,log2_fold_induction,uM,False,,False
1106,TP0000075B07,22265,15972-60-8,Alachlor,DTXSID1022265,C15972-60-8,5,APR_HepG2_CellLoss_1h_dn,7714489,5988929,0.055697131044462625,0.133715129476315,-0.103201127733003,0.06076131203662615,-0.397940008672038,0.06076131203662615,-0.397940008672038,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.0365250688391063,log2_fold_induction,uM,False,,False
1568,TP0000075F02,22341,1610-18-0,Prometon,DTXSID6022341,C1610-18-0,5,APR_HepG2_CellLoss_1h_dn,7714532,5988972,0.055697131044462625,0.130232915679651,-0.0311944690126798,0.055784374864379954,0.301029995663981,0.055784374864379954,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.005568370476156818,log2_fold_induction,uM,False,,False
666,TP0000073F07,32628,161050-58-4,Methoxyfenozide,DTXSID3032628,C161050-58-4,5,APR_HepG2_CellLoss_1h_dn,7714441,5988881,0.055697131044462625,0.152080636029246,-0.0937493310474133,0.10815499990493166,2.30102999566398,0.10815499990493166,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.20904563103528165,log2_fold_induction,uM,False,,False
1703,TP0000075G05,34590,161326-34-7,(S)-1-Anilino-4-methyl-2-methylthio-4-phenylimidazolin-5-one,DTXSID2034590,C161326-34-7,5,APR_HepG2_CellLoss_1h_dn,7714547,5988987,0.055697131044462625,0.0718800482591502,-0.0255206977417737,0.03224582115332536,0.477121254719662,0.03224582115332536,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2682,TP0000077H02,20790,1634-78-2,Malaoxon,DTXSID9020790,C1634-78-2,5,APR_HepG2_CellLoss_1h_dn,7714652,5989092,0.055697131044462625,0.0728465153434962,0.0199071157356917,0.06847093604141925,0.778151250383644,0.06847093604141925,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.10146322717848988,log2_fold_induction,uM,False,,False
272,TP0000073C05,24085,16672-87-0,Ethephon,DTXSID7024085,C16672-87-0,5,APR_HepG2_CellLoss_1h_dn,7714403,5988843,0.055697131044462625,0.119398981488504,-0.0446234656025438,0.07042136729995205,-0.0969100130080564,0.07042136729995205,-0.0969100130080564,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.029009642288688613,log2_fold_induction,uM,False,,False
487,TP0000073E01,22267,16752-77-5,Methomyl,DTXSID1022267,C16752-77-5,5,APR_HepG2_CellLoss_1h_dn,7714423,5988863,0.055697131044462625,0.0580074313066386,-0.114452520825845,0.02662749834696931,2.30102999566398,0.02662749834696931,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.006692606380376248,log2_fold_induction,uM,False,,False
1294,TP0000075C12,22162,1689-84-5,Bromoxynil,DTXSID3022162,C1689-84-5,5,APR_HepG2_CellLoss_1h_dn,7714506,5988946,0.055697131044462625,0.173270428054773,-0.0992707145291596,0.09668339866484796,0.477121254719662,0.09668339866484796,0.477121254719662,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.047676261613261266,log2_fold_induction,uM,False,,False
2753,TP0000077H08,34872,1698-60-8,Chloridazon,DTXSID3034872,C1698-60-8,5,APR_HepG2_CellLoss_1h_dn,7714658,5989098,0.055697131044462625,0.0699850357530067,-0.0541099615702132,0.06576925469667265,2.30102999566398,0.06576925469667265,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.11364715587209641,log2_fold_induction,uM,False,,False
1581,TP0000075F03,29221,1702-17-6,Clopyralid,DTXSID9029221,C1702-17-6,5,APR_HepG2_CellLoss_1h_dn,7714533,5988973,0.055697131044462625,0.139350584903936,-0.183354153766012,0.121110574777781,2.30102999566398,0.121110574777781,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.25901758519435697,log2_fold_induction,uM,False,,False
772,TP0000073G07,34753,173159-57-4,Foramsulfuron,DTXSID7034753,C173159-57-4,5,APR_HepG2_CellLoss_1h_dn,7714453,5988893,0.055697131044462625,0.0371863676418469,-0.0783048423416446,0.00775382608391465,1.30102999566398,0.00775382608391465,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.0781062253153777,log2_fold_induction,uM,False,,False
0,TP0000073A01,32690,173584-44-6,Indoxacarb,DTXSID1032690,C173584-44-6,5,APR_HepG2_CellLoss_1h_dn,7714375,5988815,0.055697131044462625,0.187195237131024,-0.0977499173617988,0.09056217968438314,1.30102999566398,0.09056217968438314,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.05356749573446203,log2_fold_induction,uM,False,,False
2277,TP0000077D06,32638,175013-18-0,Pyraclostrobin,DTXSID7032638,C175013-18-0,5,APR_HepG2_CellLoss_1h_dn,7714608,5989048,0.055697131044462625,0.0649060953576008,-0.0566827043218892,0.03981482196217695,0.778151250383644,0.03981482196217695,0.778151250383644,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2669,TP0000077H01,31864,1763-23-1,Perfluorooctanesulfonic acid,DTXSID3031864,C1763-23-1,5,APR_HepG2_CellLoss_1h_dn,7714651,5989091,0.055697131044462625,0.110140949502767,0.0250098879094822,0.09259620448833634,1.69897000433602,0.09259620448833634,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.19296940674782764,log2_fold_induction,uM,False,,False
172,TP0000073B07,23900,17804-35-2,Benomyl,DTXSID5023900,C17804-35-2,5,APR_HepG2_CellLoss_1h_dn,7714393,5988833,0.055697131044462625,0.0579918137930374,-0.08384207414417,0.03991470111102515,1.30102999566398,0.03991470111102515,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.08277597100231078,log2_fold_induction,uM,False,,False
1880,TP0000075H12,34864,181274-15-7,Propoxycarbazone-sodium,DTXSID9034864,C181274-15-7,5,APR_HepG2_CellLoss_1h_dn,7714566,5989006,0.055697131044462625,0.0256072713452617,-0.0628482422123717,0.00894772558689097,1.30102999566398,0.00894772558689097,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1651,TP0000075G01,23899,1861-40-1,Benfluralin,DTXSID3023899,C1861-40-1,5,APR_HepG2_CellLoss_1h_dn,7714543,5988983,0.055697131044462625,0.111499790261064,-0.0552003025724206,0.0606105814942308,0.301029995663981,0.0606105814942308,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.039226073840474884,log2_fold_induction,uM,False,,False
185,TP0000073B08,34392,188425-85-6,Boscalid,DTXSID6034392,C188425-85-6,5,APR_HepG2_CellLoss_1h_dn,7714394,5988834,0.055697131044462625,0.115167433369061,-0.0927101564303786,0.07854431533229975,1.30102999566398,0.07854431533229975,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.07743924880349579,log2_fold_induction,uM,False,,False
1064,TP0000075B03,34618,188489-07-8,Flufenpyr-ethyl,DTXSID3034618,C188489-07-8,5,APR_HepG2_CellLoss_1h_dn,7714485,5988925,0.055697131044462625,0.0844513751948082,-0.151347268275989,0.019449217517977603,2.30102999566398,0.019449217517977603,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.0030074994413721657,log2_fold_induction,uM,False,,False
2587,TP0000077G06,20319,1897-45-6,Chlorothalonil,DTXSID0020319,C1897-45-6,5,APR_HepG2_CellLoss_1h_dn,7714644,5989084,0.055697131044462625,2.36060858972033,-0.171238120836018,1.4111233573950355,2.30102999566398,1.4111233573950355,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,6,False,poly1,15,0.5569713104446262,top_over_cutoff,3.9178886288005894,log2_fold_induction,uM,False,,False
1979,TP0000077B01,24238,19044-88-3,Oryzalin,DTXSID8024238,C19044-88-3,5,APR_HepG2_CellLoss_1h_dn,7714579,5989019,0.055697131044462625,4.62209543844316,-0.0250633680038716,3.98479034934972,2.30102999566398,3.98479034934972,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,3,False,poly1,15,0.5569713104446262,top_over_cutoff,8.036560411065206,log2_fold_induction,uM,False,,False
27,TP0000073A03,20112,1912-24-9,Atrazine,DTXSID9020112,C1912-24-9,5,APR_HepG2_CellLoss_1h_dn,7714377,5988817,0.055697131044462625,0.0064120011119991,-0.163934679873556,-0.020444606193302652,1.30102999566398,-0.020444606193302652,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.2220375075963146,log2_fold_induction,uM,False,,False
2264,TP0000077D05,24018,1918-00-9,Dicamba,DTXSID4024018,C1918-00-9,5,APR_HepG2_CellLoss_1h_dn,7714607,5989047,0.055697131044462625,0.207050254463532,-0.0696041162649906,0.1707879414077595,1.69897000433602,0.1707879414077595,1.69897000433602,2.30102999566398,-0.397940008672038,10,20,2.0,1,False,poly1,13,0.5569713104446262,top_over_cutoff,0.29500012759854544,log2_fold_induction,uM,False,,False
2942,TP0000079F02,21160,1918-02-1,Picloram,DTXSID1021160,C1918-02-1,5,APR_HepG2_CellLoss_1h_dn,7714684,5989124,0.055697131044462625,0.110985203577055,-0.0558089060607433,0.08894286448620314,1.0,0.08894286448620314,1.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.02249878342373531,log2_fold_induction,uM,False,,False
2421,TP0000077E08,24216,1929-82-4,Nitrapyrin,DTXSID0024216,C1929-82-4,5,APR_HepG2_CellLoss_1h_dn,7714622,5989062,0.055697131044462625,0.051010443197901,-0.0156454004374492,0.036439646723224,2.30102999566398,0.036439646723224,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2814,TP0000079A03,24239,19666-30-9,Oxadiazon,DTXSID3024239,C19666-30-9,5,APR_HepG2_CellLoss_1h_dn,7714665,5989105,0.055697131044462625,0.121350379877854,-0.0659137150233397,0.038714369564099904,1.30102999566398,0.038714369564099904,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
2245,TP0000077D02,40222,199119-58-9,Trifloxysulfuron-sodium,DTXSID8040222,C199119-58-9,5,APR_HepG2_CellLoss_1h_dn,7714604,5989044,0.055697131044462625,0.0177847429102958,-0.047667192927456,-0.00447219049317335,2.30102999566398,-0.00447219049317335,2.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
53,TP0000073A05,23936,2008-41-5,Butylate,DTXSID7023936,C2008-41-5,5,APR_HepG2_CellLoss_1h_dn,7714379,5988819,0.055697131044462625,0.13901977951686,-0.137044544933247,0.059033973158221356,1.30102999566398,0.059033973158221356,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.02328879095349896,log2_fold_induction,uM,False,,False
1555,TP0000075F01,34712,208465-21-8,Mesosulfuron-methyl,DTXSID6034712,C208465-21-8,5,APR_HepG2_CellLoss_1h_dn,7714531,5988971,0.055697131044462625,0.156721072260516,-0.0291724979050654,0.0656534710310958,1.30102999566398,0.0656534710310958,1.30102999566398,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.01538339451945046,log2_fold_induction,uM,False,,False
134,TP0000073A12,24204,21087-64-9,Metribuzin,DTXSID6024204,C21087-64-9,5,APR_HepG2_CellLoss_1h_dn,7714386,5988826,0.055697131044462625,0.0699142497137283,-0.0557222660610655,0.0261145117916769,2.0,0.0261145117916769,2.0,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,none,13,0.5569713104446262,top_over_cutoff,0.0,log2_fold_induction,uM,False,,False
1542,TP0000075E12,34465,210880-92-5,Clothianidin,DTXSID2034465,C210880-92-5,5,APR_HepG2_CellLoss_1h_dn,7714530,5988970,0.055697131044462625,0.147381206187977,-0.071843535662033,0.06003904784683335,0.301029995663981,0.06003904784683335,0.301029995663981,2.30102999566398,-0.397940008672038,10,20,2.0,0,False,poly1,13,0.5569713104446262,top_over_cutoff,0.01511216259042001,log2_fold_induction,uM,False,,False
